title,year,runtime,certificate,rating,metascore,votes,gross
Girls Just Want to Have Fun,1985,90,PG,5.9,56.0,12553,6.33
Spree,2020,93,Not Rated,5.9,42.0,15336,
The Golden Child,1986,94,PG-13,5.9,37.0,57917,79.82
The Woman in Red,1984,87,PG-13,5.9,55.0,16549,25.31
Domino,2005,127,R,5.9,36.0,68566,10.17
Undercover Brother,2002,86,PG-13,5.9,69.0,35745,38.23
Isn't It Romantic,2019,89,PG-13,5.9,60.0,72287,48.79
American Outlaws,2001,94,PG-13,5.9,25.0,17057,13.26
Beyond the Black Rainbow,2010,110,R,5.9,49.0,16258,0.06
Grind,2003,105,PG-13,5.9,30.0,13052,5.11
Captain Corelli's Mandolin,2001,131,R,5.9,36.0,35329,25.54
Waiting for the Barbarians,2019,112,,5.9,52.0,13708,
Nancy Drew,2007,99,PG,5.9,53.0,21137,25.61
Death Wish II,1982,89,R,5.9,11.0,17221,16.10
Office Christmas Party,2016,105,R,5.9,42.0,84175,54.77
Red Tails,2012,125,PG-13,5.9,46.0,36504,49.88
Quarantine,2008,89,R,5.9,53.0,75518,31.69
Passenger 57,1992,84,R,5.9,50.0,49643,44.07
Marked for Death,1990,93,R,5.9,49.0,23536,46.04
Star Wars: The Clone Wars,2008,98,PG,5.9,35.0,69930,35.16
She's Having a Baby,1988,106,PG-13,5.9,41.0,13492,16.03
The Stuff,1985,87,R,5.9,,17548,
Mad Money,2008,104,PG-13,5.9,41.0,22334,20.67
Gossip,I) (2000,90,R,5.9,31.0,17248,5.11
Return of the Living Dead III,1993,97,R,5.9,47.0,16046,0.05
Lucky You,2007,124,PG-13,5.9,49.0,20953,5.76
The Good Neighbor,I) (2022,106,R,5.9,49.0,10407,
The Double,I) (2011,98,PG-13,5.9,37.0,31144,
Fright Night Part 2,1988,104,R,5.9,,13629,2.98
The Rookie,1990,120,R,5.9,41.0,28533,21.63
Waiting to Exhale,1995,124,R,5.9,,11658,67.05
iBoy,2017,90,TV-MA,5.9,50.0,23852,
Ride Along 2,2016,102,PG-13,5.9,32.0,61401,91.22
Firefox,1982,136,PG,5.9,44.0,28526,46.71
Very Good Girls,2013,91,R,5.9,35.0,16093,
Guess Who,2005,105,PG-13,5.9,49.0,44533,68.92
Harriet the Spy,1996,100,PG,5.9,,10753,26.54
P2,2007,98,R,5.9,37.0,35376,3.99
Mortal,I) (2020,104,R,5.9,20.0,10068,
Jumpin' Jack Flash,1986,105,R,5.9,52.0,20264,25.59
The Prowler,1981,89,R,5.9,45.0,12335,
Sanctum,2011,108,R,5.9,42.0,56639,23.07
The Incredible Burt Wonderstone,2013,100,PG-13,5.9,44.0,75095,22.53
Pawn Shop Chronicles,2013,112,R,5.9,26.0,11774,0.00
Catch and Release,II) (2006,124,PG-13,5.9,43.0,28019,15.27
Freaks of Nature,2015,92,R,5.9,,12951,
Victor Frankenstein,2015,110,PG-13,5.9,36.0,58643,5.78
Wiener-Dog,2016,88,R,5.9,66.0,10711,0.45
Chi-Raq,2015,127,R,5.9,77.0,10460,2.65
Holy Smoke,1999,115,R,5.9,57.0,15389,1.76
Playing It Cool,2014,94,R,5.9,30.0,29368,
Why Did I Get Married?,2007,113,PG-13,5.9,54.0,13478,55.18
This Island Earth,1955,86,Passed,5.9,,10395,
Jane Got a Gun,2015,98,R,5.9,49.0,23204,1.51
The Fan,1996,116,R,5.9,32.0,50253,18.57
Breathless,1983,100,R,5.9,52.0,10021,19.91
Fatman,2020,100,R,5.9,40.0,28084,
Batman and Harley Quinn,2017,74,PG-13,5.9,,14639,
The Presidio,1988,97,R,5.9,31.0,19504,20.04
Men at Work,1990,98,PG-13,5.9,34.0,25798,16.25
Curly Sue,1991,101,PG,5.9,,22615,33.69
The Road to Wellville,1994,118,R,5.9,,12869,6.51
Must Love Dogs,2005,98,PG-13,5.9,46.0,32597,43.89
Mary Magdalene,2018,120,R,5.9,48.0,11024,0.12
Traffik,2018,96,R,5.9,37.0,21026,9.19
88 Minutes,2007,108,R,5.9,17.0,77531,16.93
Phantom,I) (2013,98,R,5.9,40.0,14942,0.49
A Fall from Grace,2020,120,TV-MA,5.9,34.0,16485,
Duplex,2003,89,PG-13,5.9,50.0,59578,9.69
Igor,2008,87,PG,5.9,40.0,23957,19.53
Man Down,I) (2015,90,R,5.9,28.0,10777,
Planes: Fire & Rescue,2014,83,PG,5.9,48.0,19127,59.17
Kidnap,I) (2017,95,R,5.9,44.0,38329,30.72
We Are What We Are,2013,105,R,5.9,71.0,21753,0.08
The Tall Man,2012,106,R,5.9,52.0,42427,
Homeward Bound II: Lost in San Francisco,1996,88,G,5.9,,15798,49.14
Southbound,2015,89,R,5.9,58.0,20681,0.01
Barbershop: The Next Cut,2016,111,PG-13,5.9,67.0,15759,54.03
Analyze That,2002,96,R,5.9,37.0,88116,32.12
3000 Miles to Graceland,2001,125,R,5.9,21.0,47932,15.74
Hardware,1990,94,R,5.9,41.0,16010,5.73
The Rugrats Movie,1998,79,G,5.9,62.0,20173,100.49
Another 48 Hrs.,1990,95,R,5.9,23.0,43377,80.82
Reno 911!: Miami,2007,84,R,5.9,47.0,27672,20.34
Fortress,1992,95,R,5.9,48.0,29768,6.74
Encounter,III) (2021,108,R,5.9,57.0,10570,
Hard Rain,1998,97,R,5.9,36.0,36570,19.82
Dragon Blade,2015,127,R,5.9,41.0,20777,0.07
Tokyo Gore Police,2008,110,Not Rated,5.9,,12355,
My Life in Ruins,2009,95,PG-13,5.9,34.0,20484,8.66
The Prodigy,2019,92,R,5.9,45.0,27620,14.86
Haunter,2013,97,Not Rated,5.9,49.0,18147,
True Memoirs of an International Assassin,2016,98,TV-14,5.9,37.0,23855,
Who's Harry Crumb?,1989,94,PG-13,5.9,44.0,17145,10.98
Special Correspondents,2016,101,TV-MA,5.9,36.0,25529,
Robinson Crusoe,1997,105,PG-13,5.9,,12965,
Street Trash,1987,91,Unrated,5.9,,10934,
Kiss of Death,1995,101,R,5.9,72.0,19837,14.94
Life Stinks,1991,92,PG-13,5.9,54.0,11024,4.10
Sex and Death 101,2007,117,R,5.9,24.0,11459,0.02
200 Cigarettes,1999,101,R,5.9,33.0,16001,6.85
Blind Date,1987,95,PG-13,5.9,49.0,23595,39.32
Mickey Blue Eyes,1999,102,PG-13,5.9,49.0,37690,33.86
Final Analysis,1992,124,R,5.9,40.0,14901,28.59
Vice Versa,1988,98,PG,5.9,61.0,10324,13.66
Welcome to Me,2014,87,R,5.9,69.0,19315,0.61
School for Scoundrels,2006,100,PG-13,5.9,44.0,30221,17.80
Pathology,2008,95,R,5.9,55.0,32943,0.11
Backtrack,I) (2015,90,R,5.9,43.0,13052,
Deathwatch,2002,94,R,5.9,,12985,
G.B.F.,2013,92,R,5.9,56.0,11284,
Demons 2,1986,92,R,5.9,,11406,
The Distinguished Gentleman,1992,112,R,5.9,45.0,16569,46.67
Kuffs,1992,102,PG-13,5.9,,11269,21.14
Henry's Crime,2010,108,R,5.9,49.0,20952,0.10
Rust Creek,2018,108,R,5.9,59.0,12565,
Police Story: Lockdown,2013,110,Not Rated,5.9,44.0,10382,
Trapped in Paradise,1994,111,PG-13,5.9,31.0,15859,5.78
Cockneys vs Zombies,2012,88,Not Rated,5.9,52.0,19911,
The Children,2008,84,R,5.9,,18662,
Immortal,2004,103,R,5.9,,21555,
The Babe,1992,115,PG,5.9,,11330,17.53
Just Wright,2010,100,PG,5.9,51.0,15217,21.52
The Night Listener,2006,91,R,5.9,51.0,15778,7.83
Tiger Lives,2017,161,Not Rated,5.9,,31365,5.56
Then She Found Me,2007,100,R,5.9,56.0,10108,3.74
Grand Piano,2013,90,R,5.9,61.0,19343,0.02
The Machine Girl,2008,96,Not Rated,5.9,,10501,
The Horde,2009,90,Not Rated,5.9,,16080,
Crimson Rivers 2: Angels of the Apocalypse,2004,100,R,5.9,,21331,
Hell,2011,89,R,5.9,,12252,
Hyde Park on Hudson,2012,94,R,5.9,55.0,12188,6.37
Ring 2,1999,95,Not Rated,5.9,,14279,
Waiting for Forever,2010,95,PG-13,5.9,26.0,20138,0.03
Khatta Meetha,2010,157,Not Rated,5.9,,11801,0.54
The Darwin Awards,2006,94,R,5.9,,10304,
Suck Me Shakespeer 2,2015,115,,5.9,,13917,
Love Hostel,2022,100,,5.9,,11121,
Heartless,I) (2009,114,,5.9,58.0,10284,0.00
New Kids Nitro,2011,74,,5.9,,10072,
Columbus Circle,2012,82,PG-13,5.9,,10889,
Thalaivi,2021,153,,5.9,,31075,
Teenage Mutant Ninja Turtles,2014,101,PG-13,5.8,31.0,216001,191.20
Ghosted,I) (2023,116,PG-13,5.8,34.0,49348,
Old,2021,108,PG-13,5.8,55.0,144796,48.28
Jaws 2,1978,116,PG,5.8,51.0,82031,102.92
"Salò, or the 120 Days of Sodom",1975,117,Not Rated,5.8,,63374,
The Blue Lagoon,1980,104,R,5.8,31.0,74338,58.85
Cannibal Holocaust,1980,95,Unrated,5.8,22.0,58792,
Battleship,2012,131,PG-13,5.8,41.0,253524,65.42
Hollow Man,2000,112,R,5.8,24.0,135248,73.21
Oldboy,2013,104,R,5.8,49.0,78795,2.19
Saw V,2008,92,R,5.8,20.0,129952,56.75
Skyscraper,2018,102,PG-13,5.8,51.0,128930,68.42
2012,I) (2009,158,PG-13,5.8,49.0,388621,166.11
The Gunman,2015,115,R,5.8,39.0,42569,10.64
Army of the Dead,2021,148,R,5.8,57.0,180150,1.00
Mulan,2020,115,PG-13,5.8,66.0,154431,
Splice,2009,104,R,5.8,66.0,100240,17.00
Blade: Trinity,2004,113,R,5.8,38.0,183773,52.41
Barbarella,1968,98,Approved,5.8,51.0,36554,
Clash of the Titans,2010,106,PG-13,5.8,39.0,288358,163.21
Encino Man,1992,88,PG,5.8,25.0,43907,40.69
Persuasion,I) (2022,108,PG,5.8,42.0,32808,
The Contractor,2022,103,R,5.8,52.0,25236,
The Mortal Instruments: City of Bones,2013,130,PG-13,5.8,33.0,136857,31.17
Morgan,2016,92,R,5.8,48.0,45170,3.91
Eat Pray Love,2010,133,PG-13,5.8,50.0,102301,80.57
The League of Extraordinary Gentlemen,2003,110,PG-13,5.8,30.0,180760,66.47
Final Destination 3,2006,93,R,5.8,41.0,148728,54.10
I Know What You Did Last Summer,1997,101,R,5.8,52.0,153293,72.59
Mortal Kombat,1995,101,PG-13,5.8,60.0,121916,70.45
Noah,2014,138,PG-13,5.8,68.0,261873,101.20
The Heartbreak Kid,2007,116,R,5.8,46.0,94773,36.79
The Man from Toronto,2022,110,PG-13,5.8,34.0,55563,
Species,1995,108,R,5.8,49.0,82887,60.07
High Life,2018,113,R,5.8,78.0,38658,1.23
xXx,2002,124,PG-13,5.8,48.0,183803,142.11
Carrie,2013,100,R,5.8,53.0,144745,35.27
Cobra,1986,87,R,5.8,25.0,77284,49.04
Journey to the Center of the Earth,2008,93,PG,5.8,57.0,127973,101.70
Career Opportunities,1991,83,PG-13,5.8,41.0,16390,11.34
Leviathan,1989,98,R,5.8,51.0,22116,15.70
The Princess Diaries 2: Royal Engagement,2004,113,G,5.8,43.0,85712,95.17
Wild Hogs,2007,100,PG-13,5.8,27.0,121434,168.27
End of Days,1999,122,R,5.8,33.0,114565,66.89
RoboCop 2,1990,117,R,5.8,42.0,89746,45.68
Ken Park,2002,93,Not Rated,5.8,,30384,
Downsizing,2017,135,R,5.8,64.0,116238,24.45
The Babysitter: Killer Queen,2020,101,TV-MA,5.8,22.0,46922,
The Ringer,2005,94,PG-13,5.8,46.0,38075,35.42
Without Remorse,II) (2021,109,R,5.8,41.0,61872,
Over the Top,1987,93,PG,5.8,40.0,57459,16.06
Lake Placid,1999,82,R,5.8,34.0,63836,31.77
Pride and Prejudice and Zombies,2016,108,PG-13,5.8,45.0,58781,10.91
What a Girl Wants,2003,105,PG,5.8,41.0,65011,35.99
Pitch Perfect 3,2017,93,PG-13,5.8,40.0,68813,104.90
The Addams Family,2019,86,PG,5.8,46.0,43129,100.04
Open Water,2003,79,R,5.8,63.0,55506,30.61
Troll,2022,101,TV-14,5.8,62.0,45740,
Mr. Deeds,2002,96,PG-13,5.8,24.0,148999,126.29
The Cobbler,2014,99,PG-13,5.8,23.0,58644,
Footloose,2011,113,PG-13,5.8,58.0,51861,51.80
Masterminds,I) (2016,95,PG-13,5.8,47.0,57537,17.37
Last Shift,I) (2014,88,R,5.8,,22043,
The Hangover Part III,2013,100,R,5.8,30.0,326179,112.20
Miss Bala,2019,104,PG-13,5.8,41.0,12212,15.01
Rambo III,1988,102,R,5.8,36.0,136510,53.72
Spread,2009,97,R,5.8,43.0,41097,0.25
Ghosts of Girlfriends Past,2009,100,PG-13,5.8,34.0,92586,55.25
Extinction,2018,95,TV-MA,5.8,40.0,55592,
The Break-Up,2006,106,PG-13,5.8,45.0,136369,118.70
Captain Ron,1992,100,PG-13,5.8,39.0,22382,22.52
The Little Hours,2017,90,R,5.8,69.0,24554,1.65
Made of Honor,2008,101,PG-13,5.8,37.0,74346,46.01
Without a Paddle,2004,95,PG-13,5.8,29.0,49810,58.17
1941,1979,118,PG,5.8,34.0,35306,31.76
Look Away,2018,103,TV-MA,5.8,,20386,
The Reef,2010,94,R,5.8,,20395,
Last Looks,I) (2021,110,R,5.8,49.0,10102,
The Crush,1993,89,R,5.8,34.0,21517,13.61
Semi-Pro,2008,91,R,5.8,47.0,84673,33.47
The Lady of Heaven,2021,141,R,5.8,41.0,14229,
The Texas Chainsaw Massacre: The Beginning,2006,91,R,5.8,30.0,75387,39.52
The Host,2013,125,PG-13,5.8,35.0,117171,26.63
Confessions of a Shopaholic,2009,104,PG,5.8,38.0,81309,44.28
Jack,1996,113,PG-13,5.8,31.0,62517,58.62
Blame It on Rio,1984,100,R,5.8,22.0,11382,18.64
Around the World in 80 Days,2004,120,PG,5.8,49.0,92883,24.01
Tau,2018,97,R,5.8,43.0,33337,
V/H/S,2012,116,R,5.8,54.0,65734,0.10
The Wolfman,2010,103,R,5.8,43.0,109107,61.98
Zardoz,1974,105,R,5.8,46.0,23779,0.07
Airport '77,1977,114,PG,5.8,36.0,11841,30.00
Eli,I) (2019,98,R,5.8,,38998,
The New Guy,2002,88,PG-13,5.8,24.0,36988,28.97
Gothika,2003,98,R,5.8,38.0,116553,59.69
Halloween H20: 20 Years Later,1998,86,R,5.8,52.0,79220,55.04
100 Girls,2000,94,R,5.8,,23332,
Straw Dogs,2011,110,R,5.8,45.0,35293,10.32
The Wretched,2019,95,Not Rated,5.8,61.0,18648,
Shut In,I) (2022,89,TV-MA,5.8,,10158,
Black Water,2007,90,R,5.8,,15611,
Troop Beverly Hills,1989,105,PG,5.8,32.0,10983,8.51
Dual,2022,94,R,5.8,62.0,10985,
Mine,II) (2016,106,Not Rated,5.8,40.0,20419,
Monte Carlo,2011,109,PG,5.8,43.0,46871,23.19
The Haunting in Connecticut,2009,92,PG-13,5.8,33.0,63788,55.39
Nine,2009,118,PG-13,5.8,49.0,44757,24.00
Something Borrowed,2011,112,PG-13,5.8,36.0,64021,39.05
St. Trinian's,2007,97,PG-13,5.8,39.0,23248,
The To Do List,2013,104,R,5.8,61.0,40960,3.45
Resident Evil: Afterlife,2010,96,R,5.8,37.0,176019,60.13
Rampart,2011,108,R,5.8,70.0,24774,0.97
The Green Hornet,2011,119,PG-13,5.8,39.0,162984,98.78
And So It Goes,2014,94,PG-13,5.8,38.0,14835,15.16
Antebellum,2020,105,R,5.8,43.0,28781,
Saving Silverman,2001,90,PG-13,5.8,22.0,41677,19.35
Into the Storm,2014,89,PG-13,5.8,44.0,70406,47.60
The Lie,2018,97,R,5.8,45.0,18742,
The Divide,2011,112,R,5.8,28.0,37858,0.02
Looney Tunes: Back in Action,2003,91,PG,5.8,64.0,39331,20.99
Home Again,2017,97,PG-13,5.8,41.0,34062,27.02
Suburbicon,2017,105,R,5.8,42.0,46102,5.78
Thinner,1996,93,R,5.8,33.0,32520,15.17
21 & Over,2013,93,R,5.8,34.0,76283,25.68
Hard to Kill,1990,96,R,5.8,41.0,31482,47.41
The Getaway,1994,115,R,5.8,51.0,19021,16.10
Young Ones,2014,100,R,5.8,47.0,10084,
My Best Friend's Girl,2008,101,R,5.8,34.0,45554,19.22
Second Act,2018,103,PG-13,5.8,46.0,29272,39.28
Friday After Next,2002,85,R,5.8,35.0,29134,32.98
Next of Kin,1989,108,R,5.8,53.0,12220,15.94
The Tunnel,I) (2011,94,Not Rated,5.8,,21615,
Haywire,2011,93,R,5.8,67.0,88712,18.94
The Relic,1997,110,R,5.8,55.0,29261,33.96
Dracula: Dead and Loving It,1995,88,PG-13,5.8,,43816,10.77
Son in Law,1993,95,PG-13,5.8,33.0,21625,36.45
Baskin,2015,97,Not Rated,5.8,58.0,11735,
Air America,1990,113,R,5.8,33.0,29806,31.05
Raise Your Voice,2004,103,PG,5.8,33.0,28498,10.41
All the Pretty Horses,2000,116,PG-13,5.8,55.0,15407,15.53
Death Wish 3,1985,90,R,5.8,18.0,16550,16.12
The Glass House,2001,106,PG-13,5.8,34.0,38958,18.00
Switch,1991,103,R,5.8,48.0,10092,15.55
Drive Me Crazy,1999,91,PG-13,5.8,42.0,20541,17.85
The Ant Bully,2006,88,PG,5.8,59.0,40864,28.14
Halloween 4: The Return of Michael Myers,1988,88,R,5.8,34.0,56038,17.77
The Prince and Me,2004,111,PG,5.8,47.0,40667,28.18
RocketMan,1997,95,PG,5.8,,10126,15.45
Romeo & Juliet,II) (2013,118,PG-13,5.8,41.0,12341,1.16
Stuck on You,2003,118,PG-13,5.8,62.0,54455,33.83
Pyewacket,2017,88,Not Rated,5.8,56.0,10496,
Wishmaster,1997,90,R,5.8,,24408,15.72
Heaven Is for Real,2014,99,PG,5.8,47.0,27963,91.44
Striking Distance,1993,102,R,5.8,36.0,44493,23.80
Uncle Drew,2018,103,PG-13,5.8,57.0,15261,42.47
Paranormal Activity 3,2011,83,R,5.8,59.0,97871,104.01
The Perfect Date,I) (2019,89,TV-14,5.8,,41657,
Cradle 2 the Grave,2003,101,R,5.8,36.0,45961,34.71
The Forgotten,2004,91,PG-13,5.8,43.0,67589,66.64
Bad News Bears,2005,113,PG-13,5.8,65.0,22336,32.87
The Forger,2014,92,R,5.8,32.0,13000,
Runaway,1984,99,PG-13,5.8,50.0,14014,6.77
To the Wonder,2012,112,R,5.8,58.0,29577,0.59
Table 19,2017,87,PG-13,5.8,40.0,30117,3.61
Kin,I) (2018,102,PG-13,5.8,35.0,18033,5.72
A Very Brady Sequel,1996,90,PG-13,5.8,56.0,11463,21.40
The Last Five Years,2014,94,PG-13,5.8,60.0,10523,0.14
Black Sheep,2006,87,Not Rated,5.8,62.0,41533,0.08
Happy Feet Two,2011,100,PG,5.8,50.0,46573,64.01
Wetlands,2013,109,Not Rated,5.8,77.0,12122,0.06
Into the Forest,2015,101,R,5.8,59.0,21703,0.01
The Chase,1994,94,PG-13,5.8,,21746,8.01
I Still See You,2018,98,PG-13,5.8,31.0,10947,
Bounce,2000,106,PG-13,5.8,52.0,21375,36.81
Vox Lux,2018,114,R,5.8,67.0,19151,0.73
Firewall,2006,105,PG-13,5.8,45.0,58937,48.75
Love the Coopers,2015,107,PG-13,5.8,31.0,25564,26.28
Reindeer Games,2000,104,R,5.8,37.0,41375,23.36
Babe: Pig in the City,1998,97,PG,5.8,68.0,34736,18.32
Blue Steel,1990,102,R,5.8,54.0,16827,8.22
The Toy,1982,102,PG,5.8,16.0,14214,47.12
Passengers,2008,93,PG-13,5.8,40.0,38246,0.27
Cirque du Freak: The Vampire's Assistant,2009,109,PG-13,5.8,43.0,47384,14.05
Sudden Death,1995,111,R,5.8,,36061,20.35
Retreat,I) (2011,90,R,5.8,,12431,
Let It Snow,2019,92,PG-13,5.8,51.0,23721,
The Seventh Sign,1988,97,R,5.8,,15214,18.88
Goon: Last of the Enforcers,2017,101,R,5.8,48.0,14432,
All About the Benjamins,2002,95,R,5.8,34.0,15261,25.48
1BR,2019,90,TV-MA,5.8,56.0,14525,
Bulletproof,1996,84,R,5.8,30.0,39402,21.16
"Silent Night, Deadly Night",1984,79,R,5.8,31.0,17555,2.49
Laws of Attraction,2004,90,PG-13,5.8,38.0,24081,17.85
Honeymoon in Vegas,1992,96,PG-13,5.8,63.0,18761,35.21
Amelia,2009,111,PG,5.8,37.0,13203,14.24
Life of Crime,2013,98,R,5.8,60.0,19822,0.26
Ae Dil Hai Mushkil,2016,158,Not Rated,5.8,40.0,24753,4.24
Sierra Burgess Is a Loser,2018,105,PG-13,5.8,60.0,40398,
Free Birds,2013,91,PG,5.8,38.0,25222,55.75
Escape from Planet Earth,2012,89,PG,5.8,35.0,26420,57.01
Afterlife of the Party,2021,109,TV-PG,5.8,,10075,
Starship Troopers: Invasion,2012,89,R,5.8,,11684,
Terror Train,1980,97,R,5.8,42.0,13218,
Wonder Park,2019,85,PG,5.8,45.0,12409,45.22
A California Christmas,2020,106,PG-13,5.8,,10757,
Final Score,2018,104,R,5.8,53.0,13755,
The Guilt Trip,2012,95,PG-13,5.8,50.0,38162,37.13
Peter Pan 2: Return to Never Land,2002,72,G,5.8,49.0,21470,48.43
The Duel,I) (2016,110,R,5.8,42.0,11553,0.06
Smiley Face,2007,85,R,5.8,71.0,18505,0.01
Joshua,2007,106,R,5.8,69.0,13371,0.48
Cry Wolf,2005,90,PG-13,5.8,39.0,28084,10.05
Absentia,I) (2011,87,R,5.8,,19343,
Friends with Money,2006,88,R,5.8,68.0,31664,13.37
A Thousand Words,I) (2012,91,PG-13,5.8,26.0,43933,18.44
The Factory,V) (2012,104,R,5.8,,11586,
24 Hours to Live,2017,93,R,5.8,37.0,15456,
Murder Party,2007,79,Not Rated,5.8,,11984,
Beyond a Reasonable Doubt,2009,106,PG-13,5.8,35.0,13379,0.03
F/X2,1991,108,PG-13,5.8,48.0,11397,21.08
War on Everyone,2016,98,R,5.8,50.0,19858,
Beowulf & Grendel,2005,103,R,5.8,53.0,18369,0.07
Wind Chill,2007,91,R,5.8,52.0,24150,0.02
Mary Reilly,1996,108,R,5.8,44.0,15476,5.71
Extinction,2015,112,R,5.8,46.0,17564,
For Richer or Poorer,1997,115,PG-13,5.8,,11748,31.61
Beyond Re-Animator,2003,96,R,5.8,,12637,
The Accidental Spy,2001,87,PG-13,5.8,,18211,
Taxi 3,2003,84,Not Rated,5.8,,44500,0.50
Waist Deep,2006,97,R,5.8,37.0,10358,21.32
Sgt. Bilko,1996,93,PG,5.8,47.0,23440,30.36
Let Us Prey,2014,92,Not Rated,5.8,,10465,
StreetDance 3D,2010,98,PG-13,5.8,,11556,
A Christmas Prince,2017,92,TV-PG,5.8,,20812,
Kill Me Three Times,2014,90,R,5.8,30.0,23917,0.02
Pokémon 3 the Movie: Spell of the Unown,2000,93,G,5.8,,14755,17.05
The Canal,2014,92,Not Rated,5.8,55.0,14616,
Management,2008,94,R,5.8,50.0,18118,0.93
Gehraiyaan,2022,148,,5.8,,43991,
Suspect Zero,2004,99,R,5.8,37.0,20392,8.73
Outpost,2008,90,R,5.8,,17690,
Ginger Snaps Back: The Beginning,2004,94,R,5.8,,11271,
Annapolis,2006,108,PG-13,5.8,37.0,21629,17.13
4.3.2.1.,2010,117,Not Rated,5.8,,10917,
Goal II: Living the Dream,2007,115,PG-13,5.8,,33588,
The Oranges,2011,90,R,5.8,46.0,13291,0.36
Silk,2007,107,R,5.8,39.0,11617,1.10
Wilson,I) (2017,94,R,5.8,49.0,10887,0.65
The Clearing,2004,95,R,5.8,60.0,14229,5.76
Bobby Z,2007,97,R,5.8,,15093,
A Christmas Horror Story,2015,99,Not Rated,5.8,49.0,11558,
Operation Christmas Drop,2020,95,TV-G,5.8,47.0,12429,
Dance of the Dead,2008,87,R,5.8,,11857,
Song One,2014,86,PG-13,5.8,48.0,10117,0.03
Novocaine,2001,95,R,5.8,45.0,11490,2.04
A Fantastic Fear of Everything,2012,100,R,5.8,31.0,15030,
Death Defying Acts,2007,97,PG,5.8,48.0,10375,0.00
RRRrrrr!!!,2004,98,,5.8,,14618,
Hurlyburly,1998,122,R,5.8,,10332,1.80
Empire of the Wolves,2005,128,R,5.8,,11974,
Jagame Thandhiram,2021,158,TV-MA,5.8,,12183,
Rowdy Rathore,2012,140,Not Rated,5.8,,23280,0.78
Partner,2007,155,Not Rated,5.8,,13047,1.06
Interview with a Hitman,2012,96,Not Rated,5.8,,10752,
Shubh Mangal Zyada Saavdhan,2020,117,Not Rated,5.8,,10120,
Shuddh Desi Romance,2013,141,Not Rated,5.8,,10045,
Bairavaa,2017,169,Not Rated,5.8,,11123,
Insidious: The Red Door,2023,107,PG-13,5.7,45.0,23993,
Buffy the Vampire Slayer,1992,86,PG-13,5.7,48.0,47470,16.62
Not Another Teen Movie,2001,89,R,5.7,32.0,111234,38.25
Insidious: The Last Key,2018,103,PG-13,5.7,49.0,66927,67.75
Jigsaw,I) (2017,92,R,5.7,39.0,84727,38.05
White Noise,I) (2022,136,R,5.7,66.0,40663,
Goodnight Mommy,2022,92,R,5.7,45.0,12685,
The Matrix Resurrections,I) (2021,148,R,5.7,63.0,264653,
White Chicks,2004,109,PG-13,5.7,41.0,155463,70.83
Murder Mystery 2,2023,90,PG-13,5.7,44.0,58684,
The Paperboy,2012,107,R,5.7,45.0,38746,0.69
Texas Killing Fields,2011,105,R,5.7,49.0,21146,0.05
The Rental,2020,88,R,5.7,62.0,35800,
The Purge,I) (2013,85,R,5.7,41.0,232607,64.47
Coyote Ugly,2000,100,PG-13,5.7,27.0,118604,60.79
Fantastic Four,I) (2005,106,PG-13,5.7,40.0,337790,154.70
Your Place or Mine,2023,109,PG-13,5.7,49.0,34535,
Memory,I) (2022,114,R,5.7,41.0,31569,
Only God Forgives,2013,90,R,5.7,37.0,115735,0.78
Planet of the Apes,2001,120,PG-13,5.7,50.0,224506,180.01
Escape Room: Tournament of Champions,2021,88,PG-13,5.7,48.0,54606,25.19
G.I. Joe: The Rise of Cobra,2009,118,PG-13,5.7,32.0,212684,152.27
Sex and the City,2008,145,R,5.7,53.0,124997,152.65
X-Men: Dark Phoenix,2019,113,PG-13,5.7,43.0,196872,65.85
The Three Musketeers,2011,110,PG-13,5.7,35.0,110313,20.38
Samaritan,2022,102,PG-13,5.7,45.0,51515,
The Wrong Missy,2020,90,TV-MA,5.7,33.0,43153,
Sister Act 2: Back in the Habit,1993,107,PG,5.7,38.0,56637,57.32
Cry Macho,2021,104,PG-13,5.7,58.0,30476,
Strange World,2022,102,PG,5.7,65.0,41971,
G.I. Joe: Retaliation,2013,110,PG-13,5.7,41.0,185163,122.52
Would You Rather,2012,93,Not Rated,5.7,20.0,43759,
Mechanic: Resurrection,2016,98,R,5.7,38.0,89491,21.22
Good Burger,1997,95,PG,5.7,41.0,30848,23.69
Poseidon,2006,98,PG-13,5.7,50.0,108106,60.67
Significant Other,2022,84,R,5.7,57.0,10749,
John Tucker Must Die,2006,89,PG-13,5.7,41.0,86410,41.01
The Descent: Part 2,2009,94,R,5.7,,49786,
I Spit on Your Grave 2,2013,106,R,5.7,,31486,0.00
Diary of a Nymphomaniac,2008,101,Not Rated,5.7,,11378,
Lara Croft: Tomb Raider,2001,100,PG-13,5.7,33.0,214779,131.14
The Woman in the Window,2021,100,R,5.7,41.0,79700,
Allegiant,2016,120,PG-13,5.7,33.0,128747,66.18
Bloodshot,2020,109,PG-13,5.7,44.0,81981,12.56
What to Expect When You're Expecting,2012,110,PG-13,5.7,41.0,74689,41.15
Journey 2: The Mysterious Island,2012,94,PG,5.7,41.0,108836,103.86
The Midnight Sky,2020,118,PG-13,5.7,58.0,86879,
Freddy vs. Jason,2003,97,R,5.7,37.0,123542,82.62
101 Dalmatians,1996,103,G,5.7,49.0,114806,136.19
Gamer,2009,95,R,5.7,27.0,137902,20.49
Blue Crush,2002,104,PG-13,5.7,61.0,32383,40.39
